Name,Series,Attachments,Status,URL,Series Number,Created,Field 15,Photo URL
Love Bites,Valentines Day 2022,"2022-02-10 22.58.33.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/jbAXuTMTwj6R1KRWjnh-XA/SUUTAuA6i5YTwGElJiQD89LDImQ5RN1nXpRXesfZwZCfWDEw3l8p1qVLj9srT1Cq_8olXD2dVv2MEVHuD97wSp2j29AHQlXHLFZmsI3dh2s2M4nyH5kk-lIm56cYB3lRpHKmn-RNRwxht7hIZWaed7r_kHjWCG4lpB3S3w6HaPg/afkb0c_mo9v9_r95ftcH0QZ7Zmv3cPXKYJOLmhs9_68),LoveBites.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/pXiaDSzrISpPePvJ2qdwNg/39LtlLWcg1mGaCz28KvpWZ-8mYSStp8Pncm-6XuB49rJAuSBUDAa5srsJzOyRqF3-TXPR8I4N_2InYmmy-G3akUI1Tbco-D7PRQchRlxzusjfCa8DtZ7QAJbdCnO7W3qwNVDITpshZEEiJBfzXMf6Q/GH7fzdiPqZIZ8OnXKzaBpNLmIQdI5StNu_Vu5a1DMBw)",Found,https://www.youvebeenpucked.com/valentinesday2022/lovebites?found=LoveBites,,2/10/2022 10:16pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/ldam059xl9ri.jpg
Christmas Lights,Christmas 2021,2021-12-12 19.28.24.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/AhK_bkBP7bEQmcKkRcOxyA/66OMza6axsuKoD6gdwP_ZeDUB4o_q2DdP5o9JNncwJR_azhLyFlPuA34LciZtwQ02_vW6TI2xxjCCrSVcJgH9mLjzne8C1ohtOb0CK1mDBvRL5ft9h-zWvJUMLUOTMMQtIVZf-mPdU6QMs30G8m4JAhwGd9M9S0VNeneQetrJGE/N1of1yNYCyHQucewX6OMfA-KyplYCgpLtvuvBpirJbU),Found,https://www.youvebeenpucked.com/christmas2021/christmaslights?found=ChristmasLights,6,12/12/2021 5:54pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/hsj16ira38wk.jpg
Reindeer,Christmas 2021,2021-12-12 19.29.02.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/MRdWj5xCnhDQbmpl5hKYTg/wpGbFSJtXRKVpnrkTZ__G1QqfogIvgfS5erYwhBtnUFs4cZ0muiRkldFliWnFsdCoXYFPOYYJQTgjMjg0LY4a5Fmp-d8MLochfsMY8oyV7a5nte07AHR3a6MVb55haB4hVy2w6kXD_YseJ_fQSKbFu3K_DjqWGM4odqchkUTOQQ/odphkld1W4Uhvav9fG4GWQT97So0g0ghPdUksvbANLA),Found,https://www.youvebeenpucked.com/christmas2021/reindeer?found=Reindeer,5,12/12/2021 5:53pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/zq6tropox0mb.jpg
Chillin With My Snowmies,Christmas 2021,2021-12-12 19.29.10.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/DoYfSeSrow05g1NjJ3DCmw/Kb3QmqnMZq_6_FMdwDep0bkvXt2HaT-Z_QX8gxnUXQaP8XDWaMM4Ym-SuqvCag6vyZ0G3V9S_2qKq_t45U3X_ln5zXlOe4TCw7DGt447KVl5FpDKxwyLYl9Mh1db-lN4TfnhI8NvWzTAcJqooOLaYKcSML8rYOjLooQuDwKcF3A/9C6yo1uKs0rljgoBaS8mOpX5gazfSEaZhj4DvGo3mxA),Found,https://www.youvebeenpucked.com/christmas2021/chillinwithmysnowmies?found=ChillinWithMySnowmies,4,12/12/2021 5:52pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/aejh84qbuxam.jpg
Ho Ho Ho,Christmas 2021,2021-12-12 19.29.18.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/wPs7RMJCx2dJ3reaWHzrcw/c9aI_Wv_Ll5aw83RYLy44UTlX3BlVZwktO36rMRlF5vh72BrjAnLAN149lK8HqOup4MafdbCBFvHj2gQTcih3fVXPxbzyVdx8degtMmNXAbng5yw58zM8jAve199c0iteoQ9CUuWW8cJKdWgowvKw3eQauj_-z13RLMNYFq4ulo/-ZpO22yhwoQta6yz8nqIX-8EM4Jwo8Gudpp0-FNX3HU),Found,https://www.youvebeenpucked.com/christmas2021/hohoho?found=HoHoHo,3,12/12/2021 5:51pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/1m42wh2oeudv.jpg
Merry Christmas,Christmas 2021,2021-12-12 19.29.31.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/hmUS3tz8Jc-z3q-dFTRsVQ/6GS_9I4O22ylVblFW8FHkmCzyrLkAWcM_JGguoUExOT4xTfbyIffpEzbe8VE4Yf0TJF_wcWRl6k85oz4boQNhYIfvt2hLR-Be5VCTCRtQoKjjmXcsfQTDHrb9aJtmJu761dw4SO5Z92IvCT3qtpphOkVRCTxbMLEjMhc6KZmQx8/dW_uCxFLE0jbOfypcIcE6J-3fpd4_CqdNyLjEPdX9Yo),Found,https://www.youvebeenpucked.com/christmas2021/merrychristmas?found=MerryChristmas,2,12/12/2021 5:50pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/f30wq6tj7yr7.jpg
Let It Snow,Christmas 2021,2021-12-12 19.29.40.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/KNYKNtVa85CkfADS3-gjyg/Lq4hd6G8fEMog2ytVJdEhGskJTG1sXrZF0LkFJ32oDLS3dipWmQF74Cfie9nTlfQp01v1Dr0gu-ICnWhdmvVqa6qDWKFNr9O6cL_6_QkIRXLEMAcxDxcPl_hj1CawTWXNpzo-lM84l6ktutD9EoEY2RZ3_nw1Tjv1CBGWRQ2BKU/u7sBeS90C4MzkRQPV-5XSZH6CCcLJtIBReKjezdnCjA),Found,https://www.youvebeenpucked.com/christmas2021/letitsnow?found=LetItSnow,1,12/12/2021 5:49pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/ue8dns52raaz.jpg
Give Thanks,Thanksgiving 2021,"2021-11-22 12.35.07.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/qOY1oQucNWyEhIRCPtTiPQ/kwy5BYi4hiMh3079txXxZm7kcDoq-0S2KGIspoV4Sj99XROb3OhWZUJ5ukFZ2jMXdzFM8vxfaJksykjwsG_wpM0ryfsmXOjql5sgKFe9vU55vHx-Ly9bSpoDAIlxO8RjzME6zKOglqfZsOC4gqzKVdpfP3wztJXzASKbDBLlqKk/JJrpQazagJTDM-l0VZ3QjMyQHjY4anHQ46vJRIxf_CI),GiveThanks.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/gCy4nZ-XrRX2Qt7Z_m72qA/krzuMTSi5TzC5MihTkd5Nn_y3oFTcpAf-dQKE85Z70EM6yLIfStKG-6zcj1AahCyL_W5-4vWEEBe4aCG_xrpBIjHgLFb67wWLDNOBpdipawyEW2cK_84pVHsntfEGxXEBBoxt9QBOUJ4Yo-u_pufjQ/dk7ReMP_Vtntbo8Ens-B1EmtACAhvNSCZNuaVOsqO_Q)",Found,https://www.youvebeenpucked.com/thanksgiving2021/givethanks?found=GiveThanks,6,11/20/2021 12:25am,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/cjgcfhu94e1y.jpg
Leftovers,Thanksgiving 2021,"2021-11-22 12.36.12.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/hqCR2th10VIhhawk0MF18Q/WohDjqCiXDeNIf1TU0a2GMB0WqRf-Gan0zMNJC_DJAHQ0KCFscCs0tLXfF-bwTJLmuKU8tvAkhxm9c8ghmuF7kBLTs_gUlFNrTiB9nV_mDTn2letBTQapq-687TmKTF_ugibtLgkVAae6TeULlLSgR4WqQbM15aTuzawrUTTO1Y/mlXVlFHoE75ZcLuCpeUtg8tb9oxjTbq8CTQXMCCXhhc),Leftovers.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/xglodV6_dqtJ1dSYePNmYg/t17TfDX2S2uhpCXwOGYhTZ3ib4RLbzV3MpbxhzAbqGkSqQBWSG2TgGlM1iYVko0JJgNEIq1e0uq1tuYVvqQc-g45qZ2S837WC4aKp6Zs108Hx5yKp8EaQOPjZzAGEUJJwwM6efxWxlnmgFF0cRrp1g/Ry_3CkmsE1dWKFLx7FoSJMKZF5OYy1HiBezSaaVS8LM)",Found,https://www.youvebeenpucked.com/thanksgiving2021/leftovers?found=Leftovers,5,11/20/2021 12:24am,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/9f9g6glo3q4e.jpg
Get Basted,Thanksgiving 2021,"2021-11-22 12.36.49.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/7z5KOli0EEIvB4SvTsVfug/YeJQfuZHfGKG3T15X8mXX12Ezkm1HKM4pIAqArRkXlS9iwJgrcQLhZsj1G75qWfmGhSag1G8I-6wgUjxwB5phd_IDnFlXZtfoZBDIzIaJiZXc9oW4e0TsJaeZGh2XMkKAC2rKxl2B5Rc1HlZVUrh394jAsA1JEkhquDHxKKIEYE/z6-h5hy1KS40pK4w0HOks5mG4gLBoii-Ir88OOF1nL4),GetBasted.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/If0BfUe4JKfjzHjbo-v5Tw/O-uHJp-Q_cUNJjHRBEI6XblV4ogOyDR0HizNec3bfsehadWlE_GHJReb1uOw8JNz8YMCzYZm2_E3LHu4zByTfs9q81JXLIE7alASeeMYMM56LLtRsWM-4W3ttb25GlNIlFWhC6DM_MJ5ReQ54uKoGg/EXXq3wOGaAnvO_5zK8yh_7SKEVRuLab7HPiFX3oD3_o)",Assumed Found,https://www.youvebeenpucked.com/thanksgiving2021/getbasted?found=GetBasted,4,11/20/2021 12:24am,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/mvzcuo6a2kk7.jpg
Grateful Hearts,Thanksgiving 2021,"2021-11-22 12.37.03.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/rq0PwaCwsw7cm4SGt3TGfA/bqeFUwCi4RYUQXQt3G8JrLC2dYAKdkal1Vpg1BTzg42x23I1LfH5WzcEvzpTsxzy9r8D-LhGqpMgzq1_vn6Oug_LVXole9i4Ld70_P4gSQERgNpXw8aXy7P237IESwxcYYC6iJupytpM7_TWBFHxNonGiQejDc8mKME_LIdD1rU/WkjZyFRroQThq6Q7K3ozRShBfOyJFqjdGdcTOFP-A6Q),GratefulHearts.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/uPrJ5hzbDZjCqvytHbyQEg/8_6cQRXm3Og3kkO_W7wtFazFOsDclk9AvtGfeNkmMmEs6Iy9DqvCN-4KPH8U78vHxxYLLN4K0RWxsyhYFIrI4YVegDC2Ea2ixig06yP470HDXRYFtRCQjNMOkd1b-gK73YeDbcKtSM5IXgB0RJFb4g/4Fpu2aMc_Hl43KQKcQdKtOi1DvXweUbUHUH1-pNgLnE)",Found,https://www.youvebeenpucked.com/thanksgiving2021/gratefulhearts?found=GratefulHearts,3,11/20/2021 12:24am,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/r4t23jd0dtsa.jpg
Oh Snap,Thanksgiving 2021,"2021-11-22 12.37.19.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/HprTZOMCOnUXsRntBHlo2w/4aIOaF3ruoR3Tnhe0sa3xfQxYX93Gz-HMj-FKRddYPXkWOoHO4EUeqj7EGt3oWaYGciq7mgP7prq4m8ymlueyugv363Uz3aT1Xak2tzgoDBCLPXAQ0aKBjjAdX0QM8Mzg36usUOB8IcA5ewQXf6DZxKSm_k3vXzfDDuQjKf86vI/p7AE-rh-mvD1lsCmC15KdCq9jYthcYc-67vo7wQ4TKI),OhSnap.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/ctdNrY4wM5j-obZsKuOqoQ/1jH6dIiXxSkU6IqHbrKzVVm-pCtQEWDvUcozCiVvLFkctIDQZzP-MnSil2dwmv8h7JhyzB6iHDiVdHnJNJIVOephmuQDydOF--cfWpZi8MJnO6DJ8fdqZEZU0-hcfidSDclxDCh7JWXUCiItk72g_w/mCYHaL5s3BHGaRgLsQHj36EAIYGsjGycEsuMARkGZAY)",Found,https://www.youvebeenpucked.com/thanksgiving2021/ohsnap?found=OhSnap,2,11/20/2021 12:23am,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/h61ew2yw0ro4.jpg
Gobble Till You Wobble,Thanksgiving 2021,"2021-11-22 12.37.26.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/7EgZlgvi0zM2obgkwaCuAQ/1gG7UxeWO7JbZcDcTHHXAzw4H6pJUPGkJPZZnKo3qVN3a_DqstoJQCS30lY9vKPsZY3XZl85GwyrC7wFD4WJGiQw6k1GQpXZ0A67LuxEzhBZN3evLgucVNLd6a9GSsR1j37vxrYO-P5YMERPor568E_stfyPMiYf97mu0YT8seo/cwTBsjg2XVbx7_QKxjbdPwOZLZXDCLoT6Z3wKTiPFVg),GobbleTillYouWobble.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/w0kytV5NlASG-WArZK92OA/_ERe-wuXnGzwUfm1yoNo-GPIbFkbGJTIzhKJ0-45-KM7PBwe5bXD3CbOwO8xG0aFvnqGuahmWscShHoteD_mWXPS-NWawPRvRMNLkrbSdPpY5jyKitNsZz6EhFtV_N1OJdQ82a5e0xmhkvoSX98H20dfZe5bOL_1x1UOCzMMU30/ntqVmEqSVvGTJz0hViua23h5ZBqw-0qmKXzVOnbq9LM)",Found,https://www.youvebeenpucked.com/thanksgiving2021/gobbletillyouwobble?found=GobbleTillYouWobble,1,11/20/2021 12:22am,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/hddyqvsubh6q.jpg
Trick or Treat,Halloween 2021,2021-10-20 12.54.24.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/pQ3xB9N0G0KKe-CkqGk_2w/Eo6UcOJCazvXcS2ovIcZP2hrSSdVk51Qtegqml54W-zGWtWancoSMFF6hMXE2N2SyW4EJYJw3JEotYstH0cFI7rrSnDca55zIeU_VwnV7wp52QDorVYCulJlSNOttBf_wEJ9__erC8W4j_e6Kn5Z2JfNc0pvwu-4qANXBTvGM_w/hB4hM4ASp_ag80ke0KVefJ_EsaPO9nl_Nelyh3rtkqM),Found,https://www.youvebeenpucked.com/halloween2021/trickortreat?found=TrickorTreat,6,10/17/2021 10:21pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/psezhby7s72y.jpg
Happy Halloween,Halloween 2021,2021-10-20 12.54.35.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/aP1SwFMak0r8lKPJoN9kVw/-tJJzqWVYEfaNPNbaAJYVHT-TQqyvuWAHwJbpSnS0DUUgFdB8UnCGKsKVxD7ojG2q5Jn36Vc2wFIlJObfqQ2f9q9k3wBhxLxBGiiVvjXsnHWROlm3DISxLHB7bTFXukASGrRCJfuFq6EST1eVaJJccRhcjQFvbUjr2SzP95oTcc/udD6l9QYiN3o1ZHe0y70I1zrN0Yy31GeBBn7p6bV3rg),Found,https://www.youvebeenpucked.com/halloween2021/happyhalloween?found=HappyHalloween,5,10/17/2021 10:21pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/wtpxey8v52mi.jpg
Zombie,Halloween 2021,2021-10-20 12.54.41.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/vWGscEZuZt_4PreanQx1LQ/hFAmvHgsS-0nXya7dW0ZcORYqJ5BYhwvFA0QHJqJuiIc3dXzF31rq7pOCbQckK7RCQeC3SKwkWg7OyYNLv7d3T4DRH7vm8YbdX2F-1-1SbiXFdYCKO1mHdwUvHV5NhplbPTKrPgbbq6oAXb22BB1oMdkmjsc4XY1MNG-WfTJw9Y/Pq5LutVsP-1vAqUju96Z6qRrzybHDbS8IJ_2P_YOoEA),Found,https://www.youvebeenpucked.com/halloween2021/zombie?found=Zombie,4,10/17/2021 10:20pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/lw60rq8h10su.jpg
Here for the Candy,Halloween 2021,2021-10-20 12.54.47.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/_RxUf_xsgjTu5sL1Zi1aCA/TpHQqp-nWIyotKIccT-4_yXM69EZkd6asb975pVq-UwLJ7i-yFlFXrGbgjpRjdqTmndALxf6IR1A4lkpRPBuQ-9Csq6sf7J15DGTIvCNXp-zolRZhUq4I27we8i5OWdlPtqUiqZlhFKLCSSHdcIWn8tt7AexYfepwHlo6U_DLYA/Q5F5qtf8E6HcfLt5FeuKT8S0WRX532pdrs0ydZr54so),Found,https://www.youvebeenpucked.com/halloween2021/hereforthecandy?found=HerefortheCandy,3,10/17/2021 10:20pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/wwxidhx0afn9.jpg
Creature of the Night,Halloween 2021,2021-10-20 12.54.53.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/NefDMOjalQ8LJeVrEcu_dA/P55rY_Ir-tzImLp9viDZ7FWW9P0s_ix3DN4S845dBzg7zdNSRqNch3FbIk66JlrB752alQ0uB70fEH65VGnqL33UEKp_d_9BDAcSpQjrZUqDssgB_2pWmi1l3kJHGD74FEkTmVaY-L8_P3dEACNxPKkURh9rA4mp9L4SCg8_uOY/CV9hqVFQbjBGdQSrixa_6KEeqNK0dhgJml2QnJQOumM),Found,https://www.youvebeenpucked.com/halloween2021/creatureofthenight?found=CreatureoftheNight,2,10/17/2021 10:19pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/unkbzjqzbp3d.jpg
Happy Haunting,Halloween 2021,2021-10-20 12.54.59.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/cMSyq3Qv_YlKR3qr8VbD-w/cE8oIC-fj8Z4JRWnQ1pam-bxxGdAOtACDI22IUEPhXXVtsX5vMUISrm6sMu7WdUVSllzFBBAfAmedrs037ShkHPoKQQ9gaE8G8zNc7Q-qaFD9GRqPxmbWki8WofE_wOilUUt9fRLx7iVqkiujHiuLczm1R7cchExpei3mH0m8pg/ld2kPWJSRtSbWDnLC7VShTr8DEhOqh1EAdGfnRj6l3M),Found,https://www.youvebeenpucked.com/halloween2021/happyhaunting?found=HappyHaunting,1,10/17/2021 10:17pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/ocsghqjfffhv.jpg
Dirty Dancing - Puck 2,80'S Movies,2021-09-11 16.20.27.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/x2JkOJ4j08LK2rYySUIgZw/UfvbHlAsSdsPH3YgI2-aZqCC7WUu0XHs8JYEDLTZilsFqYZnDy5IOLRrsAetdLbb-PULogVt0UZf9mzNtOkvzdDtusrHu-qZdjiDNVtNCR9-FBbFQpaN4doW0GaVGVh88nRzRfCm6pv-dm2q2y4LGqdsOeKPeZh--nqDx1XpN5o/cHmtG3hXrDthFtOvmeJkTtYW-1FJ5Wap-W7ChvfmcBU),Found,https://www.youvebeenpucked.com/80'smovies/dirtydancing-puck2?found=DirtyDancing-Puck2,6,9/7/2021 11:05pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/pfjisclkmz3o.jpg
Dirty Dancing - Puck 1,80'S Movies,2021-09-11 16.20.21.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/Gdup-pKdH4UGRrg2UmVY5Q/JW4uFpYOQsX48jJiQDeDGPCLlGEyjAkuxCsMk0E14DWq1zarWT-nFYJ0yw86zjLFZ0qltoym6a0BhIV84AAEHqclR7SI72L_9UEsGUPKEnVpioVQq6e9o36PYxEWo9JNRqPCN6vs9iDQw8GnJX9iZGfO3XvaP9BtSY3ntjs8G6o/sWkYk4wtl2MOMdQZ-JMBAKi_CO2Xs9VonFZXSsaohcs),Found,https://www.youvebeenpucked.com/80'smovies/dirtydancing-puck1?found=DirtyDancing-Puck1,5,9/7/2021 11:04pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/152ezts73nfa.jpg
E.T. - Puck 2,80'S Movies,2021-09-11 16.19.58.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/k_PFDg1NMAc1Gx2kA_vcUA/dCk_C3z_mlnnY0ZgmfAiNKtKxKpb_n8NeWNu86mYcOEt3V9imMqDeB-FGehHofGn2AkCNSghWnbWr8h5OUow0xehpSdEiIA30ozx8VKIQ4Uhk3WpotdvcSYklTKjCn8ls7t_uvcwfCJ2A863CGU43bwpnmi_9x9DbrHpvhS8Jys/X40xWM5fN-d-ZoTlcmUjnTtCG7vw_UMXv_BYjeIs0IA),Found,https://www.youvebeenpucked.com/80'smovies/e.t.-puck2?found=E.T.-Puck2,4,9/7/2021 11:03pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/2y5hytir7zdf.jpg
E.T. - Puck 1,80'S Movies,2021-09-11 16.19.49.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/roiM3MaB-DUcqdmyo9RSlA/ijPS0khdzpXH2B7LSJ5gSWlKbCraE32LZiONzOceeQIPTLMV7TTD-_m4u7VPKnFFa9uQyHkk27Df1wHlyvNTPuKTlPnlY2mLM5v1FIVlMQctDf9AOKKykvr_CXT_5dGR9lO2w9_jsQG4Ob3oQN5TNbHgvKOVduIyUszUv4otpsY/GyQYApAPUkspa8zeYqEZZUqU4lrEGNhONwdZj4g5s8s),Found,https://www.youvebeenpucked.com/80'smovies/e.t.-puck1?found=E.T.-Puck1,3,9/7/2021 11:02pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/x1dq4gdgv256.jpg
The Goonies - Puck 2,80'S Movies,2021-09-11 16.19.27.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/vgfvOadqb7kfMTTydH2XAQ/GL9xQm9d2guJoBVjDW334Zjtht8N8Lkn-2_QQ_TqV1M6WQREq7z03qtc0kvgVcB5PdU6CwyafKF-b4VoeDX7cpVyW9BZ3L4ARVhkJUn17wrMPOmFbE_XFj4BL2k_mXROBBbCCEua8V1vrBCmmf5NNbms-KLUNnjrdXlAtVbBE28/DycHJcgx600_Al2v7Lwg_ovyCz91afUenOx4IxBWCVI),Found,https://www.youvebeenpucked.com/80'smovies/thegoonies-puck2?found=TheGoonies-Puck2,2,9/7/2021 11:01pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/hpejwppfav82.jpg
The Goonies - Puck 1,80'S Movies,2021-09-11 16.19.03.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/MqA31ppF19f1gn2hYafyjw/a6bpHuxBsiw63bWE3K4NvKS4TJ-ztD-A0LN44mNXPZr2j6cD9FpKe8qj0IUorq7tIiq4EcaTCLzEl0TVtSxKgIN4b3UT5wkY6sVxRqk1IHC8x0HrWoBca-nDPtCXVOf1Bb1s4y6_CGlYEWY4y2o7Rig5XzTsvbLZqJnHi14w5JY/u2Qk2a7ZKvMpPNgOLYiHXQt4ItfxJJaasISiZIS96XQ),Found,https://www.youvebeenpucked.com/80'smovies/thegoonies-puck1?found=TheGoonies-Puck1,1,9/7/2021 10:54pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/wtcc1p28sjcy.jpg
Equality Love Pride,Pride 2021,"2021-05-27 17.24.54.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/MpWArhOk97rRTaaWAMvVpw/NzAiRrFjLC0Ckl-tF61fYdO1MZFx03TkeMSeQWrZFOw6oUQlABDJOqmyptlSE02PDCKab53-3Xotdi-NoM1KSfTeFZBs-_t816aoVIowJ5pQVvDG7sC12-C0kP6PnHt9sFdFpUcuQWX3o97T6bNvS7Gy9xi3cIGcgSkDSxkyUBQ/Kn5LnSYVtD8UjVIOpu8GZ-X0YilMywv6a5bcJuD6siE),6_EqualityLovePride.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/w3yNKmfa34MgL4ON38bcPg/eHOooAiXImIlVS6YKgca5wo7DCLINdVelG_uJxPIVVAMTM6tRpC_m1j1lFaxsqvvPmfQamuXkI7asvYDcSK_I-YjMEqqcaLTHLlx1ReSnZg5aftb0WphBO5ku4P9_Pq7Jw9zPwLmHnfnCI98c5PCua9xaBDmGrR6Wi_YfZbTte4/CuTY5jGU0iG7_cF9aXQzgAHJy6rHQeaSIIz2aRZhp68),2021-05-27 17.24.40.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/OQ5dNIRp6mVzPtprlHnpzg/Q38jQLayWBZwfbtJ5OGRWSpQV3EQTSGPFOedITMWZax19eUgE9rJZzmylCbTezQjW2-60p1bsH5ChYqe7ziMHTX5EohORrAToJqYBd9iZUsdzTJYi3_TiMsF6uQlQUXSOKpQa0feam-d4QtvuGA1603Sy1o1rHr2inNONQKkAWg/JZr3ArbbWPAxjlQX29EBG3nGkUnFSjxf5y35wVffmGk)",Found,https://www.youvebeenpucked.com/pride2021/equalitylovepride?found=EqualityLovePride,6,5/23/2021 3:42pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/hxyrcashsaar.jpg
I Support Equal Rights,Pride 2021,"2021-05-27 17.24.39.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/sQsmvxAY-qL8sQjq5NmoFg/LVEegZKnbjME6hhquBRAsHyobomC79-ZzmUrcK0bl6Toqwu89Dn8m7sluwVZGF-Xi419yfQhWV1Im6Y4c2hQ9QsX2N8LqcCVP5U-ed5d_YCwhod0bVdHdby-e9hNnphH1_28nLjUgKWbV2gu39gr01M15_qGNyL9SKgFeu9bZEs/wWgCe89JRdTtP7zKatzWPeIg7tK9bEP0r1Ze_8C4daM),5_ISupportEqualRights.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/Dpit_AxjuajIntAqg7N_6g/7tZ9LBT5D9Gl5NnmVGNmh3LV2kbIlS53Mtg5ROiK9v3wyZ_hqxeidnRJfIk8JYzq30ZXwqWBTRYOVZ3FEDVgrw_JYD2h9NJrlPIReshh_l3QXwA8_pS8UdiwFnNyvL5gS72U2SKY5bNaexFJs9Jbo9vWBArMmcfOC-H9vLk3Cz4/iOdCEYwcO2U8d7X8zIKVqq6nzp8azzVKcyEd_Z86zto)",Found,https://www.youvebeenpucked.com/pride2021/isupportequalrights?found=ISupportEqualRights,5,5/23/2021 3:38pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/9uwjo0s2c326.jpg
Love Is Love,Pride 2021,"2021-05-27 17.22.54.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/_encC2zFyjYxPOqTgpGsMA/foeIAdthtSrUX0t7fbL3Ek5RHzosePso8PDiQtDbL2Jvq4Nu0ejJtt5nhGH5IIVmAvaOUm4zLQBC2_5MIIucYHtyt01E7O8XbbKiB7QfjR9lyoeUozxtDJLoHvQx0ZA0_nCG68tLPoB__XIdm_P-GtFxWkQDF2BmGpwzNk8nky0/6iGkovlKebHy2-sIlOpzmtmZ6jRFAyo5QaDFJobQ908),4_LoveIsLove.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/MmQBm7mM9wZN-vspW4piDQ/YEAkGa8fmJIUAho6fNbpRFSj4X3Ah8yjPcmqtpq0jgmt2huCPFmbrWdJtBAuRlTJHAkVGZXgePZnqvlWh3Ir_1CkYYTKD8vCDhGyYSiTgcdTzfw3WFVpEOVkDZJKr1u3HOqSV8ndGi_zVEuGRIFzOw/GXQVvzrTKayJCDruVTDufSgW8OnAspRWTYDg4LAb8_U)",Found,https://www.youvebeenpucked.com/pride2021/loveislove?found=LoveIsLove,4,5/23/2021 3:36pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/sj1r5dso93j1.jpg
