Name,Series,Attachments,Status,URL,Series Number,Created,Field 15,Photo URL
Shake Your Tail,Easter 2022,"2022-04-06 09.00.49.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/ztShQCDZixDm31qv6ePlSg/mHELU4YHDa2xkd18N4ZDMgswAzptZtBtOxRX3aKogaKCqKKqlQWuFd1lDfvMEBWg4_CW44uvAM9-3ECnqEtd-a4CZl0wtMZmhBF8tnwwJo34Y3C4mSYfHCPW0hnEbdXZN_H-hDnkaZRsMLSG7JZ9XIfvqO6C7HXc4lU4gDwLwt4/6oQvfNOtW3CG3B_ugB3_vpWaeHZXA09Da3kelHpbrCc),ShakeYourTail.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/YZsr1kcNmhfKrf41zTwdKw/8px52h8_V3OJw5HF1PJBOFjuReM-jXgVYH34xIIJ2ERXwnClQ7UTRNGB0PxwExgfQ6wzzERKPAY0T2lYj7JrVHN-l_n_J7VhL_GxzXNnjXgYabKLwj0eLSah-YzuOVooxZe1cvDgZeGFoYlLMFnSUQ/rhHjXW2iRR_XQV-obzru43p8JM42HLpYjogAv9SGN-E)",Found,https://www.youvebeenpucked.com/easter2022/shakeyourtail?found=ShakeYourTail,4,4/6/2022 9:00am,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/8pzpik7z0vrh.jpg
Yellow Peep,Easter 2022,"2022-04-06 09.00.13.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/D4fgZnGoyuVqo145u7wqzA/e5ER-bKZsBZyNyUJF2XDP85i95YOoIVLI_rQEfRJ63DO7MhwRQcTcigUt72LJNkqBuKdAW17ulkW2mtQU2crDZkRfuwXKsjNbbZzt6WmKvv4DdFgseAJzE4ZV4sjZCZAxgv3leK6suPYAScCehb-3BM_sl8z_0fbkagMCkchErI/xuV4LxzebWEZDYoKytUgjMY1g-wXJC4714ZneCYMG7w),YellowPeep.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/4VNyQgEKTakBNo4wWp4wug/vAKIjBaPN05nkvFmRNqX8qWgZqq1O07zC9Wx6ed89Nqv5RdSPNP6cKoTtgYFL_yvPMad1z6pT7P6Ui27tKIAOH51f8OFhq84GH7qEvvcrUR7tVlns-IrlcpQuWG9gbLKV2k0x9uxunHFL3gcvL38Yw/AHr7L6WhPjhb_hh33Fqtk3sjVZzyj4nppmWLfVPdQIM)",Found,https://www.youvebeenpucked.com/easter2022/yellowpeep?found=YellowPeep,3,4/6/2022 8:59am,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/eu7howveh829.jpg
Hoppy Easter,Easter 2022,"2022-04-06 08.59.42.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/6cPH611z-PVzL834GDP6QQ/mbe6ip24tq3NmSO3xGiL28OdTOrXqR-v65ZqSdf5Sr6yzEXvw6JV8N5VTxz_4HUwJ_ZBDy0PkY8SytYVsgKoStA3WVD6okyLZDtSRFxPFkLoPEcVTPQxcRgpBnE_0zWQHEGe-Bx572IoEKKSAQjps0K42es8-0hf1vZwmcxbrI0/9vtpeLt1pch_-PI70ZseZMFz-PsiX9ELTZLIb4rnsgw),HoppyEaster.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/53o73puRkr2SOiDCRzMjng/1l7oBnMZzkP4mQtS1MBlePDBi4yd0ci1rjHgN-KlvGawv-XrDg6lNUPzSrtFBEglpwQdauhAuVCqD_UCrmtWisrlO3Pv_jvkQF1aWHX4HIjFUTbn0bC_dtvu016Ozo-gz1FPm5ALDmBFNrezAM_oLg/ggtqgLwHeJ7N5d9IYFFyYlu4YLOlwTOOyMF_Me1O9X0)",Found,https://www.youvebeenpucked.com/easter2022/hoppyeaster?found=HoppyEaster,2,4/6/2022 8:59am,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/2yu7ffmi1706.jpg
Bunny Kisses,Easter 2022,"2022-04-06 08.58.40.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/QhOdWR9TgbCBoyC6XWOfUA/5QnLwriBuUYswwFYsP0rZr73S1BrtMV1grTc-tBAoGHlRXMnifJ_w0pcDO-G89gBAbtbzB5okAoO5mcYCmESaGEo4i__42F8-wBDWjlxel-gTYanb-swv-rFYYgl2KncXCYYFOErtjhbzI_SLrW6a-D5aU1foMNai0USt1GJGDg/J6BUOsILI9Vy7QcTxBdEreXanhCkEfpftefj0D2Sh-8),BunnyKisses.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/oRnBkGkQBp1mb_smZBKGqQ/wbDybCoCl0l64lvv6kj8s-uospGnxWkeoLOJqBTqjeQkGU1l0Eu8StBQDD0dlyJSqVUlzFORVvsjCBizyYZlfURkcO0hLDUv04jc0XalRI0PRayJHlf7bhPGKiyRUZ3QpDNLhReQetlrqvDzRGXiIw/GDYVUUse7Xo08Ga0XJ6gxw7s7WfKNlsus0-nHg7Ff8s)",Found,https://www.youvebeenpucked.com/easter2022/bunnykisses?found=BunnyKisses,1,4/6/2022 8:57am,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/l59102jn31og.jpg
I Pinch Back,St. Patrick’s Day 2022,"2022-03-13 10.33.59.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/Xzpu7t8AGBPkQP9c1-vesw/aUAKt4yzk5bO7u2SkpZt-i4nz81waot6oKeLr-y0c6mPQ9IOaspaLtXGGucnE3aMoFu3l4iU3yVJsgAcBEos2FsJidLEWp_Ci0CWBJkiTVzeadw4TU3V2ULg-7yO8KP61ztsarFw9w-qD44LXGQSX3iIVLDa45FCDO9dO08X0c0/SanwkHiwTAc5PVftAy9tn4Nuju27uBOznEtFg6TMtnE),IPinchBack.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/O_nDhpR1Qjachy7MHXEtFQ/vn-j5U2_Rby59AkW-Tku1FhcMzXHALLFzIrhOOGIl5kHoNWK153wirVSn5m4wIlbRmIIMLEZOts8GmnOHWpmiZUIP_YiqH8Z8QYgM4eYujVW-78XqrGpx9x8_7prFrjgK0ekNZyvVnzz_c-26KGKlA/RlXJxoh2lYRfU3dvulNeCpuOdwQJ-dfEFSUowpf3Re8)",Found,https://www.youvebeenpucked.com/st.patrick’sday2022/ipinchback?found=IPinchBack,6,3/13/2022 10:33am,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/2x2fct3e5s84.jpg
Shamrock Love,St. Patrick’s Day 2022,"2022-03-13 10.33.28.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/r9c7PWTPqt5cQ3j4ipHpNQ/Vv_GBQHf1gmeDFpniBCjMGNfgoitTqW3QkZ9Ev6miXz00VHQLcQyY9ICniwvPK8k5-oQ5Dunp9B1Ngb3lruTz2IqFUUVZMD4uw9sK7KQRyMVF6soi9aT82p_HKPs6-4sB53uuGceNxSwlKWaKbNTBdB5qnL8hIZosvDCLGkzlD8/tGV0_d8wUkdyshqmALtGUx3ZbuFtKDeiICJuRDkBOEM),ShamrockLove.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/WZYyaGR5TM2bLzC4rxPgog/AeZ4ojvawjb0F99d8bD0e9uFqO45WNoeZRXkwOgVx2rbqtWfJJ24w1sRoCXUZjdq_jkkB57K4jfYkP4unX4P7I_6c323DTT1X58qxScd-q0db9uYy9R97Bdx9Y8qUi1-sFQ3BlRpnA6wd_A3ogRNxg/YbQm5DA6_aikDE1sHuMyGLND518lQBfIdWYggWLZdkU)",Found,https://www.youvebeenpucked.com/st.patrick’sday2022/shamrocklove?found=ShamrockLove,5,3/13/2022 10:33am,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/a5pvohermkx4.jpg
Who Needs Luck,St. Patrick’s Day 2022,"2022-03-13 10.32.58.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/3Y5KsMIk_toKnJXxGFtIdQ/s7WnKkWt_fP9o-AObpIonjyUAYudEIr36QB9V8q9MguiQIKfQlXZW6CDOmqNM5zjMD2kTVWIvqFu4N4If82G2VRo44evCG85oOM58ChXPJcUvwXbKlhUN5TRGu-2U5EQ9H-Op45-vbJjZfoEoiMfNWDmkTSfka5CinQua1J9DFc/tJ4nYoktVWT-cHQPG6_2QkNi9so8eubL-USuYTCg2X4),WhoNeedsLuck.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/oW_BCfYyAW3nwiD3tTL6zw/fJyldm5ZoyFbUVYh6qD4XslLqXlepNMlEOQDtTX1wdk7I0UySuyV9Gmys1CXaO-0zJhj0TnSTF9P4gbRcWdpRKcMtiwsRebg0F-izFFS1A1l-NgV7Ym_dF-D6ZohueIlBjDvOPtumCULrFr11yawJg/_MllMGPm5x6r45M001wzLlsjPmp8W3U3EjsP5M9aeYE)",Found,https://www.youvebeenpucked.com/st.patrick’sday2022/whoneedsluck?found=WhoNeedsLuck,4,3/13/2022 10:32am,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/dfz19tnisap4.jpg
Shamrock Blessings,St. Patrick’s Day 2022,"2022-03-13 10.32.17.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/pBUK_v9ew2GX84lTtdp9rA/AIcyUEDAXaKtvJp3Ow_cW-teWdU4cS4cct7iQ4bPT_9CMi3iWAxdbksXfqy0TOu8m-XJXn784veLJKhXI15qd7bomTTBox8eGZ2bEiLqV7RRF05FaUiYA1tZy11h-ZaSrSdpdzffqgdg-ME_riIHYrcrD1MGAbUBj_B0knPIg2Q/rd4xTbqKMjdfdd3L88YFmq2qtwZxpDHVa5b4I1knQ8g),ShamrockBlessings.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/xH3m8ghrMg8Da3vfZpi4Wg/foQHFBNPkwrwWH9TwIPcIa65y-v5JePddmIBbsUeJcPGbBxux-DL5XstpB0UfHT9FdsJdHxzGsXcMRZaIsDVPrqe6VcydiYILFC-O9ldDE1XPDaho5KrL1JLkSp9fntJ3RvaOt3f7oHdigqEE2hKYLjVCC6CgjbZckDDJI0xCRY/iRp7DjcU1COYb47l9OtECnrSt92zO8utjYmjkD8EX0Y)",Assumed Found,https://www.youvebeenpucked.com/st.patrick’sday2022/shamrockblessings?found=ShamrockBlessings,3,3/13/2022 10:31am,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/biic97q1p4es.jpg
Happy St. Patrick’s Day,St. Patrick’s Day 2022,"2022-03-13 10.31.39.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/sVG7jfT8RkRPC3Ye2bFvKw/fvaAxm6uBQiEt6vWtJ7zfrfJmtRgYNgafGzztJbVZzIM-z6Ptu-y2P5Rn593CrWIjv3r8CLzUKQ3sm02d3mcpL0qkTIxw3OjtTCLvhF5LcaeOnMtWi2LraJIbGaSgoBLlZJoXLqmItd4NZawtIAvu1GaXBLGDirJTMlGDy3e9yw/86UTXyvdL_mQPA7m_ZFvn_1_HjHWyFAtxFTFtEGcjUw),StPatricksDay2022.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/z0tRPYMh_mYZvy13m-NKeA/JfQBx7XViQHLc1x3ErT5Yy125LV9eN_IcDh8IP2dk0Aluujp0Z5zq6vhGniWknPX2ssbITC5qRkU-gNhh8KE07zCuX38m6R6erDO6vAf4ila8Nla0sSzNGME5tgIA-m5Oq1BP6aMLGpd5Cx6rewfMll24aNslQCg-fxpROPtzkg/0WXrNGBgfpNHGwTOwHOaha4KmYEU2O3JAnSIIsj4GDQ)",Found,https://www.youvebeenpucked.com/st.patrick’sday2022/happyst.patrick’sday?found=HappySt.Patrick’sDay,2,3/13/2022 10:30am,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/9sn1n7q0l0ks.jpg
Rainbow Gold,St. Patrick’s Day 2022,"2022-03-13 10.30.25.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/MMtf7-CIRk0hwKtxqQqcPw/MnF9zNs7RzfRJOrEMG1A1VfhvzQeCvstI6EGft-ekJk3JNZ7c46r6DPRXER2RsC-AKqo7egxp3EqRc6ARsZP2ty1X-5t7z4nbXh9R8i5KLb8rAqHJB2vOSL5pGnXL50edrNjr3luXocY8b3dxhK4K1Gah-VG5QhmTJy1YcnKqsE/x12VpS91YD4059bGng837cLUohofj7gDbOvpWt92SZQ),RainbowGold.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/KfopU4rnqYTOp7fLiWddcA/4A-9ReKtBTDWJXeeDgUPFCu0VoMy0VTGmEAuqIpUkUEUHaXCJu3B-K5OwXDdZ71fUMEE18kV2jbrNChpAW1m6yGJFzXKeu85_MtGhhxqpH4T085kNNQ1nJERv-aiNaspw87qRw7Uz52XTfLIsN1dyw/HXvkMRjJGSKKbwRSSYaLtfSrWhFhfhuKkXW38-0sP1A)",Found,https://www.youvebeenpucked.com/st.patrick’sday2022/rainbowgold?found=RainbowGold,6,3/13/2022 10:28am,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/bn5ub6lte272.jpg
Maya Angelou Rise,Black History Month 2022,"2022-02-13 20.59.47.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/oBv_0h7OpcwlrUs4nNkECw/vjf2y9mBwpHQYrae2bDmXJyIXw1rwFtkaqTIla74FH273sSU_xFX5LNAQWyaoByufgDyt37y9_B5Cvh4ZtA1eMjooDjOcwWDBjr-TaEIrVJcbGHsej9R1CIsIsaV4AFac5JMKRGeOHTrR6uXfL-FFH1Jd6sBGf1bZEd7fZq0ELE/wHtNrlcqw_wk6EJzSN2N5pN8u2bSkziXDDxJ7BVsLwA),MayaAngelouRise.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/0LEG3uo9Kxi9OMSQCU2Lwg/-buSko57FKVepx__fsObJjEN1ET4hOsPH5Qs0NfxXjiL-PJF8GiKrV2aycNPOA_kagJp4yotSNejxiQVHM-iw9QPhW8jV6DTGVzRP7rdGGeg4Oa1WOfKQDibwa1Ml7iUrKNXLLMMOiosKpvw7aDQqQ/ng9OhboAW7u8QpiP9C6uLYehzRjTDNesd0zModeAJOM)",Found,https://www.youvebeenpucked.com/blackhistorymonth2022/mayaangelourise?found=MayaAngelouRise,6,2/13/2022 8:58pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/dbhlh5hcwba1.jpg
Black Power,Black History Month 2022,"2022-02-13 20.58.39.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/_TKZOepbb_p_b2fkXoZg5w/DdxsxWeJGvjaV1NjjknqfEuhdwsgF4KblcItjRwKLDiPGUhV0OAvGTFVDHfStvLp75qtyS5pBHXP6lVMcdjGRwy-PiDiDQ1hCu8iExzmGjK8I0waWHKz7LUUxt6ltFGLpvVvTfdgV_Q0aYvarlH0gSoVe8-2-RGT80rGIOoWNIE/41NQ9YujHgTnc94sXqSdL7-JGozBMb8y5S6vmgMLk5E),BlackPower.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/S6hLCbcoYLDOpO0hLAFxYw/txjrGpe3X9JbKzTp_0K_88ksikhTFWpxgme4xgiw8fnRivw6jWHvZzov5oyN8b3sEGcDTSTQuFH5A5P7MWhkwwLDvDmFEdpY7bSs-CeOi_CDQcAqr7as3jVIvJeyu-oYKk2slTRLEdpw0SchwUhREQ/kqvCXMcpjcq46u7eaAa_EAobaizh6EuGxopU8N_6wck)",Found,https://www.youvebeenpucked.com/blackhistorymonth2022/blackpower?found=BlackPower,5,2/13/2022 8:58pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/27kmj2h9j7k2.jpg
Black Lives Matter,Black History Month 2022,"2022-02-13 20.57.07.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/PxWTBsDB_R0uGG2bZysaFQ/faF6LVTo0HfTDmL4V3wflviSuf8W3KqyV2Q-OHHqWLPsBm7hRgp4u4n0XBv9N8DM6sQ_LQAY1HoYYSMuKYSzfc1ZQ9IPQiFMkYTAE1cls4Me4mFKMG89aHiZmKmffQiIqFeAKIVP-FfBlRTbJrTtU90-17lewLaFwRFBpEU4FBg/drctip029Wnzc60y-rA41_ZPAMA7HYSQn28K1-3Cpcg),BlackLivesMatter.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/XhMUX4y9DPAQTuedPKN-Yw/iT330Xvul9VCloh-3Vzqyv2ZHDxQ-07ZdOdj_shXdl6GvmJccej9EIIZFf0H8aOwDVF606kMAAOCzhXvmemBEAWCYpEnTPIew6syL-tYnhpJSB5n5-ZA416wXnr9gCMvbn1Y9XMZaT0UCdb-uXopFA/KxyNOYM12k6mfig_oE1rjB4f4rWGZ0cekLFdYko2Mz0)",Found,https://www.youvebeenpucked.com/blackhistorymonth2022/blacklivesmatter?found=BlackLivesMatter,4,2/13/2022 8:56pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/rwl2d5km0zs9.jpg
MLK Jr. Dream,Black History Month 2022,"2022-02-13 20.56.38.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/3NNgyl6I4-SyKkwFj3eW_Q/wJBa2K_biDFJRmiVLyEegbuuLlmVK5P18WeA9LAi3ZMw-KygyBxHve89y60EyiCtMd3G8kPJp7V6FigBf2wtQYzUd2MK13-Uu_5B14ISthqCUIF_Ch2oDdtKQZ3-Gqvr3Yz09NfZpVGznIYDst4uuOPpXvJx7mmjXc_7E6z72Ts/qDcUIyPirNfPj85Ks70CBiNZkLc2AFrNnfd_DfBV6UE),MLKJrDream.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/T_bCAvHvxv98xNDZK65L9A/6ABIX3GDMlGKanFy03Q2d5FMICO2dd9dkvVPs1hV3_tsoLSy0yz9PY6Tr46u0LNaty6PP6ygc-Fg6PRNpidUR7o2eax_EvJ1Ng6Q4Y1M7p5TYRC-JJexXVfXRhOKpkSyU9lFAEu3HwM0vac8TxTQHw/J8S1N9qe2FvaQX4heJyQsQQRayzLLQB_560D_JAv5Ck)",Found,https://www.youvebeenpucked.com/blackhistorymonth2022/mlkjr.dream?found=MLKJr.Dream,3,2/13/2022 8:56pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/4ee6ckq5q6xv.jpg
I Am Black History,Black History Month 2022,"2022-02-13 20.55.57.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/Ve7xLxWWZrrC4mDSCuFdeg/J4huHBZ-bSMAGvL4Gy70jLO3ls9FGpI3SRnCcxHFFbzp58Hz_zwpwyihCPtfodWDKprKdOmg33UotvHSw9kmXfevfbGPzIjnK-1mP68NgXxxgl8EZt79WM_ref6OWdaQ082yxa40yMroEaGc1RBEiQDQHGBIMCvhMULx2FR8k3g/VULby9yqRtiS6Ho91nVHI-V142gmH_JlpIuh4vtMscI),IAmBlackHistory.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/MzGm0vcHtIpZb3nz-jS65g/2rpAa7w-NHFjtCsOKfMDILds2P9saxXarY0sNRx1j3XwOPV3jQh6bnFdU-a1ZkGIWo6bDj4B35loYeoGXUC9T4q90prapDjoDQmOKpeZVeKwg8Ns3L8oEXgIZTXn5FQZWn9cJsD6nlOEVb31j9Og1g/Ex6FhcHgQErqtV2QDVKWAZcBQaHr2sKMOzfNFxiwN7M)",Found,https://www.youvebeenpucked.com/blackhistorymonth2022/iamblackhistory?found=IAmBlackHistory,2,2/13/2022 8:55pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/f4ux3oofcxjc.jpg
Black History Month,Black History Month 2022,"2022-02-13 20.55.07.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/7j600HutP3qfVHRaw8Gfuw/4PxFDjgzDNbyF6LWjyE4epJR7HuwQkpe168HR_NjX9IyYqR9sxDMN-QdVzPfbTYqN0XuNbv5_zLSxBn4qUb9MBtNwToIuXIMB7dI72AGYHNC_fOZR-AftrmnxlngtfrfubKhxVWZY_vzcGk-oy0krFXCnatjFMbFpFjG8DRiWgw/qGUCpvUQP21UvseZ-uKb41cqCLscdxcBzUN69ejUsWU),BlackHistoryMonth.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/9lvQJpb69AISUYbRCW7d_w/bESxFJ54jHiKuVpDh1soabxtlczlav2W7E7PRwMSh_QoP00SW16HHahogfX0IiuRfvCQJopWWnOvpCaHhIFOttUbo_kULothYrrVHJrMxfsc4hZUjvpPyQrmuvkiBypmb8aSW1T3k4kC6c7RkWYf5AAoeRDpIwCsHWfk8zhWNuY/8rQcvDpzF4euBflTTysI3Tq4gpt9QLuFVtNkRltVSjE)",Found,https://www.youvebeenpucked.com/blackhistorymonth2022/blackhistorymonth?found=BlackHistoryMonth,1,2/13/2022 8:53pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/zre62ir2enjo.jpg
Candy Heart,Valentines Day 2022,"2022-02-10 22.57.16.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/sJVzyZ-JwFIJBS6RGlHkZQ/b8TCi8hnRTYcadZ_KWvh478yDcLlxT_qMx6ZRx_8oENNvmq-M9WRklFr04JfR0ZLj-_1JZwDfVhkKJS884RBnzyiU--CydWfLRXmUsnhSM-8HS0poXW1gVdSPOogY_OIm6iBPAIMqIjQW16bFTMvoHpQQKtRrDeoytAVfWSnhN4/eLRRIJ-rIbx92EQm-8g24bgVlb_q275mPfv_t6_1cek),CandyHeart.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/FOgNjJ4RLpDm54pv2ouQJw/S0V-eVxy-2pfMqnoON1GvEcZ-yHruZLqNS29bqw7n28UzI2yk8pQ7Awsbk1ixqtiUkMGQFXa9dCr_W6ADmjJIUddxwTM_qEpejAtIdnZ8r90ZbQUY5ARujBrYaRJ45b8O5I6ZExt1FJeZFupyXV0Gg/NScDTcgAeSy6lIJYoH43IggHbnxSlT24TOSkThw5MNE)",Found,https://www.youvebeenpucked.com/valentinesday2022/candyheart?found=CandyHeart,,2/10/2022 10:18pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/vziura0dn7dd.jpg
Virginia is for Lovers,Valentines Day 2022,"2022-02-10 22.57.33.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/4KhqdGox_8LYUFr7cS73Ow/nID3oO4tnTOG_bdwrfYofKVupLrEzSKIpC8LgCrUlDkSCNPB43ehjT07OgJKF5vuzP2LJzpSsEe3vaUcDpEAKhOphv_tgJ6DHzUElbBSKfIwtmGUIUnPDNR1eqxoiRT__J0T0aK2S2NUMHAf1Vu-QezDXQVMwkC6GKfc71H4Muo/0mrBRAe42LIW0AhWrJgoilf8kdq9i3XYWGe0Dnc3Adw),VirginiaisforLovers.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/nZtAp7UsIV706aVXHddFAQ/1l1iQUeZcErN_0Wq7vxVftSZqLx0xwFvOdzG89dnRs7n7CeqFl2X5DD1mtOypwWpLu-uOBFq3dJwn2mEEE2svks6DMrmtsWwywAeLpNbI2Fat3adOmU0yE9AbR_DFtrJeoEyy0bgFYsTI1kAUXJH3ylJBxAaVUcglrJ71RG87Yc/tuQpbQAmbO60qCJfFNccK3x6_1zFbls5RcjdLMIlQA4)",Found,https://www.youvebeenpucked.com/valentinesday2022/virginiaisforlovers?found=VirginiaisforLovers,,2/10/2022 10:18pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/l19pufiyreyw.jpg
Love is the Only Gold,Valentines Day 2022,"2022-02-10 22.57.45.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/myv6XFYhM6sg930eIGgPjA/08ZSr0TKKOlUWp_2Qig0L9t0MsW3o3-7L_YYSth-R6ol2lV0pseI6ab_LvATTaZ_eSDxwy5yxK3wuSg9jXMCAtpEEu17VPnuCXIecWnt_FoqWnBgzcf_Mi1Dy-aY5TPVJhmIX9jubaR7Obcvko9WJLDvFduWtfvrzWmAyxtmd_o/JP1ECwpK3p8AxGECJg6nr5VdiIUyDJzaqRgUOYdFtWY),LoveistheOnlyGold.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/O3E6cD1FdH9EWTf8gpkmmA/5j7p-3sPFcW_IZlxQ-tJ-G3BF4tecbndskUIFJcN9hzOhTytAYjYgmMHKlh9hpEVIWH7V9C2yTp71RtrPJa1Cq-uUs7WiIHTzKP0RrulJqcYp97UZTgK5ZfRqfhG-RPNXF0z4784x5YNQZTwOV0lBvDtPtp33q3M1GB_EhUBsd4/2dOp46CeKPGCTL0jLFH__AbAr_SkfZ5RQYNhLuvynRw)",Found,https://www.youvebeenpucked.com/valentinesday2022/loveistheonlygold?found=LoveistheOnlyGold,,2/10/2022 10:18pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/6yofqeermyy9.jpg
You Are Purrrfect,Valentines Day 2022,"2022-02-10 22.57.55.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/1NcQomf_phiNK0FJagKUOQ/PipICzeX-kz52xrbDN71hunnV1VIhLByeo_unp5jCYTCYQLhewsALSTMTALCyC--19Tx__1k4IoELzUXOIDqe4OtAbbwoUncfxWnAUeb8HbpEp-Ts0BnuUd1rSsXg7TwSYtCpECkn_ngjEHPB_NjlBnLG8-PmUegRSm1gWdaed4/fuXrfxGh6Nupho-tnTVkGxC8joke_W6pLHyo4cTYXEM),YouArePurrrfect.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/Cv6BIzaFoppoRUH-B5LHpA/BfJ73t0nfAMbJAvgVxqq3hCD1_PJig7iKwsoOP0Q3lGUGpshlmE32nyjFGkLf0-ARsr_vtr2lBLjU3yvzPn_oiJLIjoACq-Ga4ngYw1lqWIVC-E05krWLCa71w1RTASc81q5VPTT_0G8y6du30YAmg/7SIirshpu1N5FHTFeR-UGVcFBt9R6tOhTTnBjn3Y-uM)",Found,https://www.youvebeenpucked.com/valentinesday2022/youarepurrrfect?found=YouArePurrrfect,,2/10/2022 10:17pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/v3ua667bzl5a.jpg
All You Need Is Love,Valentines Day 2022,"2022-02-10 22.58.24.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/_uKpiV9EEsNDIr42VZgL8w/kU2_oY0hxkETgoppLjSxYazdyzwmzPT7RI8se7RJb9YefzdxuMErtIACs1Fot859w47I8DBcunuQxi-5dJ4YRIg8M3rz7gWeZM2GJ4P2zp0R6JIDxYqRYEj6VALmPzJUY03_G6Alg3Yl4MCiZTiYcYKLr8uvotvxzugX7Mo5VLQ/3Vz24Rqsn3Y2qUpU-xsjp1fmxWUeVNIjMa888XOOUCk),AllYouNeedIsLove.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/glEErVR9RFsiqU6prnngSg/D_hhmCfjOX0o0TLBr7XJHSExfdC3wEinUw3Y1ooZroTk0mZd0nn6CY3PXgRWDil1Nn2vpZZ92vn-FBizqrobWyZuICwJopwkqLTAUIm_ZFJk16mtWmQYbds7VA5koDOY7i4i4tnemyqOkqNm3sL7XQ/THnySVrcJ-3j8S8GKpBbK-C7_o-gFrlAm-eL9q-VDgs)",Found,https://www.youvebeenpucked.com/valentinesday2022/allyouneedislove?found=AllYouNeedIsLove,,2/10/2022 10:17pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/50w8g2vjqcws.jpg
